lote,data_inicio,data_fim,tipo_dia,servico,vista,servico_tipo,servico_tecnologia,extensao_ida_km,extensao_volta_km,tempo_ciclo_min,frota_hp,frota_noturna,intervalo_hp_min,frequencia_hp,viagens_ida_dia,viagens_volta_dia,viagens_mes,producao_km_mes,fonte
A0,2026-07-01,2026-07-31,util,296,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,298,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,300,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,301,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,302,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,306,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,311,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,312,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,313,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,315,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,319,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,321,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,323,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,324,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,325,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,326,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,327,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,328,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,329,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,335,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,338,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,341,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,342,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,343,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,348,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,349,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,350,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,352,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,353,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,355,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,361,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,362,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,363,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,368,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,369,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,371,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,378,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,380,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,383,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,384,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,385,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,386,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,388,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,390,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,391,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,393,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,397,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,399,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,409,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,410,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,415,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,416,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,422,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,426,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,448,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,455,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,456,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,457,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,461,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,472,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,473,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,474,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,476,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,483,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,484,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,485,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,486,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,492,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,497,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,507,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,513,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,518,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,519,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,539,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,550,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,552,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,553,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,554,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,555,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,557,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,565,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,583,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,584,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,585,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,600,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,601,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,603,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,606,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,607,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,608,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,610,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,611,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,613,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,614,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,616,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,621,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,622,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,623,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,624,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,625,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,626,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,627,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,628,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,629,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,630,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,635,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,636,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,638,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,639,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,645,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,650,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,651,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,652,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,653,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,663,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,665,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,669,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,678,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,679,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,685,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,687,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,688,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,691,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,692,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,693,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,696,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,711,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,712,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,721,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,731,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,737,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,741,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,743,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,745,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,746,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,753,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,754,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,756,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,757,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,759,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,764,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,765,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,766,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,770,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,771,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,774,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,775,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,778,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,779,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,780,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,783,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,785,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,786,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,788,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,790,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,791,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,793,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,794,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,796,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,798,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,799,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,801,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,802,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,803,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,804,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,805,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,807,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,808,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,809,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,810,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,812,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,817,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,819,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,820,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,821,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,822,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,825,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,826,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,829,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,830,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,831,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,833,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,834,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,835,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,836,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,837,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,838,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,840,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,841,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,842,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,843,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,844,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,845,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,846,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,847,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,848,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,849,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,850,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,851,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,852,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,853,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,854,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,855,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,856,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,857,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,859,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,861,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,862,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,863,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,864,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,865,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,866,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,867,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,868,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,869,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,870,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
